end_id	source_record_id	source_end_id	author_tts_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	score	tts_class	locus	gene	convergent	webgester	rnie	transtermhp	rhotermpredict_100nt	rhotermpredict_150nt	prediction_support	prediction_support_count	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1856582_r001133	TTS1132	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001132	TTS1132	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1856582	1856581	1856582	+	12.71849441	I	Rv1646	PE17	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1856994_r001134	TTS1133	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001133	TTS1133	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1856994	1856993	1856994	+	27.66138213	I	Rv1647	Rv1647	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1859662_r001135	TTS1134	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001134	TTS1134	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1859662	1859661	1859662	+	5.252642447	I	Rv1649	pheS	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1859857_r001136	TTS1135	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001135	TTS1135	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1859857	1859856	1859857	+	9.877913875	I	Rv1650	pheT	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1860543_r001137	TTS1136	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001136	TTS1136	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1860543	1860542	1860543	+	7.8838701	I	Rv1650	pheT	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1860750_r001138	TTS1137	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001137	TTS1137	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1860750	1860749	1860750	+	7.424923511	I	Rv1650	pheT	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1872582_r001139	TTS1138	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001138	TTS1138	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1872582	1872581	1872582	+	17.42340866	P	Rv1658	argG	.	Found	Found	Found	Found	Found	WebGeSter;RNIE;TransTermHP;RhoTermPredict (100nt);RhoTermPredict (150nt)	5	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1874869_r001140	TTS1139	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001139	TTS1139	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1874869	1874868	1874869	+	10.32313915	I	Rv1660	pks10	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_1892304_r001141	TTS1140	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001140	TTS1140	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1892304	1892303	1892304	-	43.03305028	I	Rv1666c	cyp139	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_1893850_r001142	TTS1141	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001141	TTS1141	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1893850	1893849	1893850	-	8.07768902	I	Rv1667c	Rv1667c	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1901986_r001143	TTS1142	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001142	TTS1142	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1901986	1901985	1901986	+	4.865482848	I	Rv1677	dsbF	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1902384_r001144	TTS1143	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001143	TTS1143	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1902384	1902383	1902384	+	15.28884505	P	Rv1677	dsbF	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1903584_r001145	TTS1144	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001144	TTS1144	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1903584	1903583	1903584	+	5.033248469	I	Rv1679	fadE16	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_1906340_r001146	TTS1145	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001145	TTS1145	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1906340	1906339	1906340	-	5.685860106	A	Rv1682	Rv1682	Found	.	.	.	.	.	Convergent	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1909182_r001147	TTS1146	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001146	TTS1146	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1909182	1909181	1909182	+	5.539864781	I	Rv1683	Rv1683	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1910229_r001148	TTS1147	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001147	TTS1147	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1910229	1910228	1910229	+	8.906299741	I	Rv1683	Rv1683	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1913787_r001149	TTS1148	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001148	TTS1148	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1913787	1913786	1913787	+	27.97631829	I	Rv1689	tyrS	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1919785_r001150	TTS1149	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001149	TTS1149	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1919785	1919784	1919785	+	5.552697075	I	Rv1696	recN	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1922555_r001151	TTS1150	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001150	TTS1150	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1922555	1922554	1922555	+	5.558975791	I	Rv1697	Rv1697	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1922904_r001152	TTS1151	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001151	TTS1151	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1922904	1922903	1922904	+	7.351988451	I	Rv1698	mctB	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_minus_1923787_r001153	TTS1152	BATTER_S1_022_TERMSEQ_NC_000962_3_R_001152	TTS1152	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1923787	1923786	1923787	-	5.329533646	A	Rv1699	pyrG	Found	.	.	.	.	.	Convergent	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1923934_r001154	TTS1153	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001153	TTS1153	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1923934	1923933	1923934	+	7.633100196	I	Rv1699	pyrG	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1925937_r001155	TTS1154	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001154	TTS1154	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1925937	1925936	1925937	+	6.140319427	I	Rv1700	Rv1700	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1927229_r001156	TTS1155	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001155	TTS1155	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1927229	1927228	1927229	+	5.151269412	A	Rv1702c	Rv1702c	Found	.	.	.	Found	Found	Convergent;RhoTermPredict (100nt);RhoTermPredict (150nt)	3	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1934938_r001157	TTS1156	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001156	TTS1156	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1934938	1934937	1934938	+	273.3525965	I	Rv1707	Rv1707	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1935079_r001158	TTS1157	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001157	TTS1157	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1935079	1935078	1935079	+	12.36318547	I	Rv1707	Rv1707	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1936036_r001159	TTS1158	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001158	TTS1158	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1936036	1936035	1936036	+	15.79851734	I	Rv1707	Rv1707	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1937299_r001160	TTS1159	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001159	TTS1159	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1937299	1937298	1937299	+	6.61316095	I	Rv1708	Rv1708	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1938247_r001161	TTS1160	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001160	TTS1160	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1938247	1938246	1938247	+	14.6993301	I	Rv1710	scpB	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1940064_r001162	TTS1161	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001161	TTS1161	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1940064	1940063	1940064	+	8.491489258	I	Rv1712	cmk	.	.	.	.	Found	Found	RhoTermPredict (100nt);RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1941739_r001163	TTS1162	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001162	TTS1162	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1941739	1941738	1941739	+	7.079207039	P	Rv1713	engA	.	Found	.	Found	.	.	WebGeSter;TransTermHP	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1945582_r001164	TTS1163	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001163	TTS1163	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1945582	1945581	1945582	+	39.01684293	I	Rv1718	Rv1718	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1949203_r001165	TTS1164	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001164	TTS1164	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1949203	1949202	1949203	+	6.628537048	I	Rv1722	Rv1722	.	.	.	.	.	Found	RhoTermPredict (150nt)	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1956909_r001166	TTS1165	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001165	TTS1165	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1956909	1956908	1956909	+	5.738768955	A	Rv1730c	Rv1730c	Found	.	.	.	.	.	Convergent	1	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1957521_r001167	TTS1166	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001166	TTS1166	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1957521	1957520	1957521	+	10.28332107	O	.	.	.	.	.	.	.	.		0	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
BTED_BATTER_S1_022_Mtb_Term_seq_author_classification_NC_000962-3_plus_1960910_r001168	TTS1167	BATTER_S1_022_TERMSEQ_NC_000962_3_F_001167	TTS1167	BATTER_S1_022	Mycobacterium tuberculosis H37Rv	Mtb_Term_seq_author_classification	Term-seq	author_called_termseq_tts	AL123456.3	NC_000962.3	1960910	1960909	1960910	+	6.438057599	A	Rv1734c	Rv1734c	Found	.	.	.	.	Found	Convergent;RhoTermPredict (150nt)	2	37096044	10.1016/j.isci.2023.106465	Table S3 / mmc4.xlsx, Classification of TTS	AL123456.3 TTS position treated as 1-based; AL123456.3 sequence identical to NC_000962.3; BED start=position-1
