end_id	link_status	record_id	source_id	species	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	locus	gene_start_1based	gene_end_1based	gene_annotation	tts_counts	three_prime_utr_length	begins_operon	operon_id	pmid	doi	source_table	count_discrepancy_warning
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000445	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4082109	4082108	4082109	-	PA3644	4082185	4082961	UDP-N-acetylglucosamine acyltransferase	8.0	76	0	2508	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4082892_r001027	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000446	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4082892	4082891	4082892	-	PA3645	4082958	4083398	(3R)-hydroxymyristoyl-ACP dehydratase	34.0	66	1	2508	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000447	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4084444	4084443	4084444	-	PA3647	4084505	4085011	hypothetical protein	6.0	61	1	2509	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4087479_r001033	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000448	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4087479	4087478	4087479	-	PA3649	4087526	4088878	hypothetical protein	70.0	47	0	2511	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000449	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4091554	4091553	4091554	-	PA3653	4091671	4092228	ribosome recycling factor	39.0	117	0	2511	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4093103_r001041	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000450	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4093103	4093102	4093103	-	PA3655	4093167	4094036	elongation factor Ts	1296.0	64	1	2512	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4094107_r001045	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000451	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4094107	4094106	4094107	-	PA3656	4094167	4094907	30S ribosomal protein S2	575.0	60	1	2513	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4096024_r001052	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000452	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4096024	4096023	4096024	+	PA3657	4095172	4095957	methionine aminopeptidase	57.0	67	1	2514	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4100102_r001053	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000453	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4100102	4100101	4100102	+	PA3659	4098844	4100052	succinyldiaminopimelate transaminase	17.0	50	0	2515	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000454	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4102531	4102530	4102531	+	PA3661	4102087	4102446	hypothetical protein	40.0	85	1	2517	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4105837_r001056	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000455	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4105837	4105836	4105837	+	PA3666	4104745	4105779	tetrahydrodipicolinate succinylase	68.0	58	0	2520	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000456	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4115373	4115372	4115373	+	PA3674	4114933	4115331	hypothetical protein	19.0	42	1	2524	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000457	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4116183	4116182	4116183	+	PA3675	4115468	4116148	hypothetical protein	29.0	35	1	2525	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4126902_r001058	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000458	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4126902	4126901	4126902	-	PA3686	4126948	4127595	adenylate kinase	133.0	46	1	2532	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000459	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4133804	4133803	4133804	+	PA3690	4131536	4133758	metal-transporting P-type ATPase	10.0	46	1	2536	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000460	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4135393	4135392	4135393	-	PA3693	4135452	4135973	hypothetical protein	14.0	59	0	2539	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4135424_r001061	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000461	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4135424	4135423	4135424	+	PA3692	4134591	4135376	lipotoxon F LptF	29.0	48	1	2538	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4140838_r001063	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000462	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4140838	4140837	4140838	-	PA3700	4140884	4142389	lysyl-tRNA synthetase	139.0	46	1	2542	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000463	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4142435	4142434	4142435	-	PA3701	4142570	4143593	peptide chain release factor 1	16.0	135	1	2543	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000464	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4161930	4161929	4161930	-	PA3716	4161973	4163679	hypothetical protein	62.0	43	1	2553	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000465	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4179161	4179160	4179161	-	PA3729	4179276	4181342	hypothetical protein	32.0	115	0	2564	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000466	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4182037	4182036	4182037	-	PA3731	4182075	4182770	hypothetical protein	17.0	38	0	2565	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000467	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4182723	4182722	4182723	-	PA3732	4182785	4183405	hypothetical protein	9.0	62	1	2565	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4186735_r001069	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000468	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4186735	4186734	4186735	-	PA3735	4186781	4188190	threonine synthase	81.0	46	1	2569	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4189700_r001070	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000469	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4189700	4189699	4189700	-	PA3737	4189761	4190489	thiol:disulfide interchange protein DsbC	151.0	61	1	2571	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4194962_r001072	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000470	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4194962	4194961	4194962	-	PA3742	4195008	4195358	50S ribosomal protein L19	846.0	46	1	2576	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000471	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4203285	4203284	4203285	-	PA3751	4203324	4204505	phosphoribosylglycinamide formyltransferase 2	11.0	39	0	2581	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000472	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4207243	4207242	4207243	+	PA3756	4206665	4207165	hypothetical protein	12.0	78	1	2583	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000473	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4214714	4214713	4214714	-	PA3762	4214762	4215079	hypothetical protein	18.0	48	1	2585	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000474	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4215499	4215498	4215499	-	PA3763	4215544	4219440	phosphoribosylformylglycinamidine synthase	6.0	45	1	2586	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4225611_r001094	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000475	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4225611	4225610	4225611	-	PA3769	4225660	4227237	GMP synthase	120.0	49	1	2591	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4227265_r001095	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000476	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4227265	4227264	4227265	-	PA3770	4227317	4228786	inosine 5'-monophosphate dehydrogenase	88.0	52	1	2592	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000477	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4252618	4252617	4252618	-	PA3793	4252677	4253009	hypothetical protein	19.0	59	1	2610	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4252652_r001098	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000478	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4252652	4252651	4252652	+	PA3792	4250828	4252606	2-isopropylmalate synthase	13.0	46	1	2609	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000479	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4254682	4254681	4254682	-	PA3796	4254737	4255324	hypothetical protein	7.0	55	1	2613	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000480	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4257641	4257640	4257641	-	PA3799	4257696	4259177	GTP-binding protein EngA	15.0	55	1	2615	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4259205_r001099	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000481	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4259205	4259204	4259205	-	PA3800	4259255	4260397	hypothetical protein	82.0	50	0	2616	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000482	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4266338	4266337	4266338	-	PA3807	4266470	4266901	nucleoside diphosphate kinase	6.0	132	1	2616	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
	unlinked_author_annotation	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000483	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4267089	4267088	4267089	-	PA3808	4267145	4267345	hypothetical protein	36.0	56	0	2617	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4275360_r001107	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000484	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4275360	4275359	4275360	+	PA3818	4274502	4275317	extragenic suppressor protein SuhB	38.0	43	1	2620	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4275372_r001108	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000485	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4275372	4275371	4275372	-	PA3819	4275422	4275970	hypothetical protein	111.0	50	1	2621	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4276083_r001111	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000486	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4276083	4276082	4276083	-	PA3820	4276154	4277074	preprotein translocase subunit SecF	144.0	71	0	2622	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_4278962_r001113	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_R_000487	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4278962	4278961	4278962	-	PA3822	4279007	4279345	preprotein translocase subunit YajC	107.0	45	1	2623	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_4281830_r001115	linked	BATTER_S1_008_THOMASON2019_GENE_TTS_NC_002516_2_F_000488	BATTER_S1_008	Pseudomonas aeruginosa PAO1	author_gene_associated_termseq_tts	NC_002516.2	4281830	4281829	4281830	+	PA3824.1	4281665	4281751	tRNA-Leu	449.0	79	1	2625	31594819	10.1128/mBio.02253-19	Table S1A	workbook contains 805 non-NA rows whereas article text reports 804 associated TTSs; no row silently removed
