locus_tag	tts_position	gff_matched	inferred_strand	confidence	note
CDIF630_02492	2600299	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12570 (2600346-2601380, -链); Location TTS=3UTR
CDIF630_02494	2603452	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12580 (2602003-2603385, +链); Location TTS=3UTR
CDIF630_02495	2603414	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12585 (2603466-2605259, -链); Location TTS=3UTR
CDIF630_02496	2605423	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12590 (2605512-2606903, -链); Location TTS=3UTR
CDIF630_02496	2606403	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12590 (2605512-2606903, -链); Location TTS=CDS
CDIF630_02497	2607263	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12595 (2607357-2608499, -链); Location TTS=3UTR
CDIF630_02499	2610088	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12605 (2610175-2610732, -链); Location TTS=3UTR
CDIF630_02503	2614030	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12620 (2614166-2616085, -链); Location TTS=3UTR
CDIF630_02505	2617107	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12630 (2617206-2618984, -链); Location TTS=3UTR
CDIF630_02507	2621139	是	+	高	locus tag直接命中 GFF gene/ytvI (2620010-2621071, +链); Location TTS=3UTR
CDIF630_02508	2621169	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12645 (2621225-2622478, -链); Location TTS=3UTR
CP010905.2:2625130..2625218	2625219	是	+	低	坐标定位到GFF特征 riboswitch/ (2625130-2625218, +链), 非基因特征, 低置信
CP010905.2:2625130..2625218	2625307	是	+	低	坐标定位到GFF特征 riboswitch/ (2625130-2625218, +链), 非基因特征, 低置信
CDIF630_02511	2626831	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12655 (2625408-2626775, +链); Location TTS=3UTR
CDIF630_02512	2626772	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12660 (2626948-2627595, -链); Location TTS=3UTR
CDIF630_02515	2629692	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12675 (2629800-2631206, -链); Location TTS=3UTR
CDIF630_02516	2631331	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12680 (2631387-2631689, -链); Location TTS=3UTR
CDIF630_02520	2637965	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12700 (2636540-2637925, +链); Location TTS=3UTR
CDIF630_02522	2639343	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12710 (2638897-2639220, +链); Location TTS=3UTR
CDIF630_02523	2639303	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12715 (2639426-2641486, -链); Location TTS=3UTR
CDIF630_02523	2640788	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12715 (2639426-2641486, -链); Location TTS=CDS
CDIF630_02525	2642911	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12730 (2642986-2643360, -链); Location TTS=3UTR
CDIF630_02529	2645167	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12750 (2644807-2645124, +链); Location TTS=3UTR
CDIF630_02530	2645756	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12755 (2645260-2645724, +链); Location TTS=3UTR
CDIF630_02530	2646048	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12755 (2645260-2645724, +链); Location TTS=3UTR
CDIF630_02531	2646006	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20555 (2646052-2646213, -链); Location TTS=3UTR
CDIF630_02531	2645711	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20555 (2646052-2646213, -链); Location TTS=3UTR
CDIF630nc_076	2649949	是	-	低	locus tag(CDIF630nc_076)未命中; 按坐标关联到GFF gene/CDIF630_RS20565 (2649876-2650028, -链), 低置信
CDIF630nc_076	2650073	是	-	低	locus tag(CDIF630nc_076)未命中; 按坐标关联到GFF gene/CDIF630_RS20565 (2649876-2650028, -链), 低置信
CDIF630nc_076	2650228	是	-	低	locus tag(CDIF630nc_076)未命中; 按坐标关联到GFF gene/CDIF630_RS20565 (2649876-2650028, -链), 低置信
CDIF630_02536	2649817	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20565 (2649876-2650028, -链); Location TTS=3UTR
CDIF630_02537	2650189	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12785 (2650302-2650625, -链); Location TTS=3UTR
CDIF630_02542	2654447	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12810 (2653820-2654314, +链); Location TTS=3UTR
CDIF630_02544	2656336	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12820 (2655701-2656051, +链); Location TTS=3UTR
CDIF630_02547	2656798	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS20570 (2656576-2656752, +链); Location TTS=3UTR
CDIF630_02548	2657222	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12835 (2656977-2657177, +链); Location TTS=3UTR
CDIF630_02552	2660890	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12855 (2660109-2660840, +链); Location TTS=3UTR
CDIF630_02555	2664840	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12870 (2663179-2664768, +链); Location TTS=3UTR
CDIF630_02555	2665052	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12870 (2663179-2664768, +链); Location TTS=3UTR
CDIF630nc_077	2664805	否		无法确定	locus tag(CDIF630nc_077)未命中且坐标(2664802-2664944)处无唯一GFF特征, 需人工核查
CDIF630_02556	2664979	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12875 (2665080-2666582, -链); Location TTS=3UTR
CDIF630_02559	2667909	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12890 (2668008-2668928, -链); Location TTS=3UTR
CDIF630_02566	2674621	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12925 (2674764-2677688, -链); Location TTS=3UTR
CDIF630_02567	2677749	是	-	高	locus tag直接命中 GFF gene/fsa (2677840-2678490, -链); Location TTS=3UTR
CP010905.2:2679309..2679410	2679225	是	-	低	坐标定位到GFF特征 riboswitch/ (2679309-2679410, -链), 非基因特征, 低置信
CDIF630_02572	2682800	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12950 (2681138-2683276, -链); Location TTS=CDS
CDIF630_02574	2686893	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS12960 (2685322-2686821, +链); Location TTS=3UTR
CDIF630_02575	2686850	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12965 (2686906-2688063, -链); Location TTS=3UTR
CDIF630_02577	2689273	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12975 (2689385-2690503, -链); Location TTS=3UTR
CDIF630_02578	2691174	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12980 (2690523-2691830, -链); Location TTS=CDS
CDIF630_02579	2691937	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12985 (2691854-2692129, -链); Location TTS=CDS
CDIF630_02581	2693883	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS12995 (2693953-2695344, -链); Location TTS=3UTR
CDIF630_02582	2696097	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13000 (2695375-2696919, -链); Location TTS=CDS
CDIF630_02583	2697191	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13005 (2696946-2698331, -链); Location TTS=CDS
CDIF630_02583	2697833	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13005 (2696946-2698331, -链); Location TTS=CDS
CDIF630_02584	2699808	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13010 (2698766-2699638, +链); Location TTS=3UTR
CDIF630_02584	2700076	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13010 (2698766-2699638, +链); Location TTS=3UTR
CDIF630_02584	2700503	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13010 (2698766-2699638, +链); Location TTS=3UTR
CDIF630_02585	2699705	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13015 (2699825-2700424, -链); Location TTS=3UTR
CDIF630_02586	2700445	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13020 (2700537-2701616, -链); Location TTS=3UTR
CDIF630_02587	2701859	是	-	高	locus tag直接命中 GFF gene/grdD (2701930-2703075, -链); Location TTS=3UTR
CDIF630nc_079	2705094	是	-	低	locus tag(CDIF630nc_079)未命中; 按坐标关联到GFF gene/grdB (2704874-2706184, -链), 低置信
CDIF630nc_079	2705467	是	-	低	locus tag(CDIF630nc_079)未命中; 按坐标关联到GFF gene/grdB (2704874-2706184, -链), 低置信
CDIF630nc_079	2705592	是	-	低	locus tag(CDIF630nc_079)未命中; 按坐标关联到GFF gene/grdB (2704874-2706184, -链), 低置信
CDIF630_02589	2704738	是	-	高	locus tag直接命中 GFF gene/grdB (2704874-2706184, -链); Location TTS=3UTR
CDIF630_02589	2705074	是	-	高	locus tag直接命中 GFF gene/grdB (2704874-2706184, -链); Location TTS=CDS
CDIF630_02596	2708933	是	-	高	locus tag直接命中 GFF gene/trxB (2708771-2709718, -链); Location TTS=CDS
CDIF630_02596	2709398	是	-	高	locus tag直接命中 GFF gene/trxB (2708771-2709718, -链); Location TTS=CDS
CP010905.2:2710285..2710389	2710218	是	-	低	坐标定位到GFF特征 riboswitch/ (2710289-2710399, -链), 非基因特征, 低置信
CDIF630_02599	2713859	是	+	高	locus tag直接命中 GFF gene/yidA (2712918-2713739, +链); Location TTS=3UTR
CDIF630_02600	2713754	是	-	高	locus tag直接命中 GFF gene/saoL (2713876-2714517, -链); Location TTS=3UTR
CDIF630_02604	2716709	是	-	低	locus tag(CDIF630_02604)未命中; 按坐标关联到GFF gene/saoB (2716049-2716837, -链), 低置信
CDIF630_02605	2717447	是	-	高	locus tag直接命中 GFF gene/saoX (2716851-2717942, -链); Location TTS=CDS
CDIF630_02606	2717948	是	-	高	locus tag直接命中 GFF gene/saoC (2717977-2718435, -链); Location TTS=3UTR
CDIF630_02609	2719835	是	-	高	locus tag直接命中 GFF gene/saoD (2719887-2720219, -链); Location TTS=3UTR
CDIF630_02610	2720402	是	-	高	locus tag直接命中 GFF gene/nadC (2720475-2721311, -链); Location TTS=3UTR
CDIF630_02613	2725481	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13150 (2723938-2725395, +链); Location TTS=3UTR
CDIF630_02615	2726513	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13160 (2726106-2726414, +链); Location TTS=3UTR
CDIF630_02616	2726451	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13165 (2726561-2727583, -链); Location TTS=3UTR
CDIF630_02616	2726332	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13165 (2726561-2727583, -链); Location TTS=3UTR
CDIF630_02619	2729130	是	-	高	locus tag直接命中 GFF gene/buk (2729243-2730313, -链); Location TTS=3UTR
CDIF630_02623	2734234	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13200 (2734312-2736312, -链); Location TTS=3UTR
CDIF630_02626	2740155	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13215 (2740205-2740624, -链); Location TTS=3UTR
CDIF630_02627	2741241	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13220 (2740937-2741119, +链); Location TTS=3UTR
CDIF630_02628	2742551	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13225 (2741448-2742470, +链); Location TTS=3UTR
CDIF630_02628	2743189	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13225 (2741448-2742470, +链); Location TTS=3UTR
CDIF630_02629	2742490	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13230 (2742563-2743165, -链); Location TTS=3UTR
CDIF630_02633	2745940	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13255 (2746112-2746816, -链); Location TTS=3UTR
CP010905.2:2746880..2746974	2746850	是	-	低	坐标定位到GFF特征 riboswitch/ (2746880-2746974, -链), 非基因特征, 低置信
CDIF630_02638	2749903	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13275 (2750060-2750566, -链); Location TTS=3UTR
CDIF630_02639	2750801	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13280 (2750937-2751965, -链); Location TTS=3UTR
CDIF630_02643	2754404	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13300 (2753646-2754218, +链); Location TTS=3UTR
CDIF630_02644	2754326	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13305 (2754453-2755643, -链); Location TTS=3UTR
CDIF630_02645	2755691	是	-	高	locus tag直接命中 GFF gene/dut (2755903-2756334, -链); Location TTS=3UTR
CDIF630_02646	2758739	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13315 (2756447-2758675, +链); Location TTS=3UTR
CDIF630_02647	2758688	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13320 (2758786-2759271, -链); Location TTS=3UTR
CDIF630_02650	2765402	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13335 (2763906-2765216, +链); Location TTS=3UTR
CDIF630_02651	2765434	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13340 (2765505-2765750, -链); Location TTS=3UTR
CDIF630_02652	2765864	是	-	高	locus tag直接命中 GFF gene/ppdK (2765964-2768591, -链); Location TTS=3UTR
CDIF630_02652	2768465	是	-	高	locus tag直接命中 GFF gene/ppdK (2765964-2768591, -链); Location TTS=CDS
CDIF630_02653	2768594	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13350 (2768652-2769494, -链); Location TTS=3UTR
CDIF630_02655	2770505	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13360 (2770575-2771867, -链); Location TTS=3UTR
CDIF630_02659	2774818	是	-	高	locus tag直接命中 GFF gene/srlE (2774918-2775931, -链); Location TTS=3UTR
CDIF630_02661	2776797	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13390 (2776865-2777734, -链); Location TTS=3UTR
CDIF630_02663	2779153	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13400 (2779237-2780373, -链); Location TTS=3UTR
CDIF630_02669	2787045	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13430 (2787184-2787723, -链); Location TTS=3UTR
CDIF630_02673	2789965	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13450 (2790043-2790810, -链); Location TTS=3UTR
CDIF630_02674	2792707	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13455 (2791090-2792637, +链); Location TTS=3UTR
CDIF630_02675	2792745	是	-	高	locus tag直接命中 GFF gene/glyS (2792803-2794869, -链); Location TTS=3UTR
CDIF630_02675	2792655	是	-	高	locus tag直接命中 GFF gene/glyS (2792803-2794869, -链); Location TTS=3UTR
CDIF630_02677	2795764	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13470 (2795907-2796506, -链); Location TTS=3UTR
CDIF630_02680	2797395	是	-	高	locus tag直接命中 GFF gene/mgtE (2797466-2798845, -链); Location TTS=3UTR
CDIF630_02684	2801293	是	-	高	locus tag直接命中 GFF gene/ybeY (2801059-2801520, -链); Location TTS=CDS
CDIF630_02688	2804349	是	-	高	locus tag直接命中 GFF gene/hpf (2804436-2804999, -链); Location TTS=3UTR
CDIF630_02690	2805762	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13535 (2805800-2806243, -链); Location TTS=3UTR
CDIF630_02696	2810309	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13565 (2810473-2812881, -链); Location TTS=3UTR
CDIF630_02703	2819671	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13595 (2818849-2819616, +链); Location TTS=3UTR
CDIF630_02704	2819619	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13600 (2819804-2821177, -链); Location TTS=3UTR
CDIF630_02706	2823019	是	-	高	locus tag直接命中 GFF gene/dnaJ (2823114-2824268, -链); Location TTS=3UTR
CDIF630_02707	2824293	是	-	高	locus tag直接命中 GFF gene/dnaK (2824479-2826326, -链); Location TTS=3UTR
CDIF630_02711	2829474	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13640 (2829537-2830850, -链); Location TTS=3UTR
CDIF630_02713	2832489	是	-	高	locus tag直接命中 GFF gene/lepA (2832569-2834374, -链); Location TTS=3UTR
CDIF630_02714	2834610	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13655 (2834656-2834907, -链); Location TTS=3UTR
CDIF630_02717	2837104	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13670 (2837271-2838047, -链); Location TTS=3UTR
CDIF630_02719	2839519	是	+	高	locus tag直接命中 GFF gene/rpsT (2839201-2839467, +链); Location TTS=3UTR
CDIF630_02720	2839537	是	-	高	locus tag直接命中 GFF gene/holA (2839654-2840697, -链); Location TTS=3UTR
CDIF630_02722	2842021	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13695 (2842067-2843251, -链); Location TTS=3UTR
CDIF630_02722	2843068	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13695 (2842067-2843251, -链); Location TTS=CDS
CDIF630_02724	2845294	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13705 (2844353-2845189, +链); Location TTS=3UTR
CDIF630_02725	2845232	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13710 (2845331-2846038, -链); Location TTS=3UTR
CDIF630_02726	2846189	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20290 (2846189-2846285, -链); Location TTS=CDS
CDIF630_02727	2846434	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13715 (2846529-2847368, -链); Location TTS=3UTR
CDIF630_02727	2846602	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13715 (2846529-2847368, -链); Location TTS=CDS
CDIF630_02727	2847277	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13715 (2846529-2847368, -链); Location TTS=CDS
CDIF630_02728	2847504	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13720 (2847617-2848291, -链); Location TTS=3UTR
CDIF630_02730	2849979	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13730 (2848766-2849824, +链); Location TTS=3UTR
CDIF630_02731	2849914	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13735 (2850015-2851193, -链); Location TTS=3UTR
CDIF630_02733	2852342	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13745 (2852416-2853678, -链); Location TTS=3UTR
CDIF630_02738	2859068	是	+	高	locus tag直接命中 GFF gene/manA (2858060-2859004, +链); Location TTS=3UTR
CDIF630_02739	2859018	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13775 (2859123-2861861, -链); Location TTS=3UTR
CDIF630_02741	2861772	是	-	高	locus tag直接命中 GFF gene/selB (2861966-2863849, -链); Location TTS=CDS
CDIF630_02744	2866513	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13795 (2866531-2867235, -链); Location TTS=3UTR
CDIF630_02745	2868707	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13800 (2867315-2868604, +链); Location TTS=3UTR
CDIF630_02746	2868657	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13805 (2868731-2869069, -链); Location TTS=3UTR
CDIF630_02747	2869256	是	-	高	locus tag直接命中 GFF gene/argH (2869318-2870634, -链); Location TTS=3UTR
CP010905.2:2870721..2870932	2870695	是	-	低	坐标定位到GFF特征 binding_site/ (2870721-2870932, -链), 非基因特征, 低置信
CDIF630_02749	2870695	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13815 (2871011-2871832, -链); Location TTS=3UTR
CDIF630_02750	2873344	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13820 (2872192-2873295, +链); Location TTS=3UTR
CDIF630_02751	2873305	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13825 (2873353-2875992, -链); Location TTS=3UTR
CP010905.2:2876117..2876229	2876084	是	-	低	坐标定位到GFF特征 gene/CDIF630_RS13830 (2876317-2876964, -链), 非基因特征, 低置信
CDIF630_02753	2876084	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13830 (2876317-2876964, -链); Location TTS=3UTR
CDIF630_02755	2879598	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13840 (2878137-2879537, +链); Location TTS=3UTR
CDIF630_02756	2879539	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13845 (2879661-2880380, -链); Location TTS=3UTR
CDIF630_02762	2885903	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13875 (2885968-2886348, -链); Location TTS=3UTR
CDIF630_02765	2891239	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13890 (2890068-2891063, +链); Location TTS=3UTR
CDIF630_02766	2891197	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13895 (2891241-2891624, -链); Location TTS=3UTR
CP010905.2:2891850..2891947	2891974	否		无法确定	坐标处无唯一GFF特征, 需人工核查
CDIF630nc_081	2892878	否		无法确定	locus tag(CDIF630nc_081)未命中且坐标(2892749-2893028)处无唯一GFF特征, 需人工核查
CDIF630nc_081	2893028	否		无法确定	locus tag(CDIF630nc_081)未命中且坐标(2892749-2893028)处无唯一GFF特征, 需人工核查
CDIF630_02768	2892741	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS20580 (2892800-2892958, -链); Location TTS=3UTR
CDIF630_02769	2893243	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13910 (2893317-2894687, -链); Location TTS=3UTR
CDIF630_02769	2893121	是	-	高	locus tag直接命中 GFF gene/CDIF630_RS13910 (2893317-2894687, -链); Location TTS=3UTR
CDIF630_02770	2896315	是	+	高	locus tag直接命中 GFF gene/CDIF630_RS13915 (2894901-2896019, +链); Location TTS=3UTR
